Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,MA_Fast_Period,MA_Slow_Period,DeMarker_Period
,,,,,,,,,,,,
,,,,ANUL 2021,,,,,,,,
,,,,,,,,,,,,
364,-10.13,-7081.93,-472.12867,0.18614,-0.67737,-5.00000,0,10.13,15,60,40,15
360,-9.22,-7095.09,-473.00600,0.18410,-0.75264,-5.00000,0,9.22,15,20,40,15
498,-7.78,-7139.56,-475.97067,0.25964,-0.91504,-5.00000,0,7.78,15,50,40,18
497,-7.78,-7139.56,-475.97067,0.25964,-0.91504,-5.00000,0,7.78,15,40,40,18
496,-7.78,-7139.56,-475.97067,0.25964,-0.91504,-5.00000,0,7.78,15,30,40,18
318,-9.23,-7209.82,-600.81833,0.17007,-0.76443,-5.00000,0,9.23,12,50,40,14
317,-9.23,-7209.82,-600.81833,0.17007,-0.76443,-5.00000,0,9.23,12,40,40,14
509,-7.87,-7236.89,-657.89909,0.06166,-0.91609,-5.00000,0,7.87,11,60,80,18
508,-7.87,-7236.89,-657.89909,0.06166,-0.91609,-5.00000,0,7.87,11,50,80,18
507,-7.87,-7236.89,-657.89909,0.06166,-0.91609,-5.00000,0,7.87,11,40,80,18
506,-7.87,-7236.89,-657.89909,0.06166,-0.91609,-5.00000,0,7.87,11,30,80,18
453,-7.34,-7336.69,-666.97182,0.04792,-1.00000,-5.00000,0,7.34,11,50,40,17
452,-7.34,-7336.69,-666.97182,0.04792,-1.00000,-5.00000,0,7.34,11,40,40,17
451,-7.34,-7336.69,-666.97182,0.04792,-1.00000,-5.00000,0,7.34,11,30,40,17
14,-7.85,-7706.86,-856.31778,0.00281,-0.98076,-5.00000,0,7.85,9,60,80,7
13,-7.85,-7706.86,-856.31778,0.00281,-0.98076,-5.00000,0,7.85,9,50,80,7
12,-7.85,-7706.86,-856.31778,0.00281,-0.98076,-5.00000,0,7.85,9,40,80,7
11,-7.85,-7706.86,-856.31778,0.00281,-0.98076,-5.00000,0,7.85,9,30,80,7
10,-7.85,-7706.86,-856.31778,0.00281,-0.98076,-5.00000,0,7.85,9,20,80,7
363,-10.14,-8035.81,-502.23813,0.16609,-0.77518,-5.00000,0,10.14,16,50,40,15
362,-10.14,-8035.81,-502.23813,0.16609,-0.77518,-5.00000,0,10.14,16,40,40,15
361,-10.14,-8035.81,-502.23813,0.16609,-0.77518,-5.00000,0,10.14,16,30,40,15
9,-9.21,-9077.32,-756.44333,0.05239,-0.98362,-5.00000,0,9.21,12,60,60,7
8,-9.21,-9077.32,-756.44333,0.05239,-0.98362,-5.00000,0,9.21,12,50,60,7
7,-9.21,-9077.32,-756.44333,0.05239,-0.98362,-5.00000,0,9.21,12,40,60,7
6,-9.21,-9077.32,-756.44333,0.05239,-0.98362,-5.00000,0,9.21,12,30,60,7
5,-9.21,-9077.32,-756.44333,0.05239,-0.98362,-5.00000,0,9.21,12,20,60,7
4,-9.21,-9077.32,-756.44333,0.05239,-0.98362,-5.00000,0,9.21,12,60,40,7
3,-10.11,-9969.32,-766.87077,0.04691,-0.98506,-5.00000,0,10.11,13,50,40,7
2,-10.11,-9969.32,-766.87077,0.04691,-0.98506,-5.00000,0,10.11,13,40,40,7
1,-10.11,-9969.32,-766.87077,0.04691,-0.98506,-5.00000,0,10.11,13,30,40,7
0,-10.11,-9969.32,-766.87077,0.04691,-0.98506,-5.00000,0,10.11,13,20,40,7
,,,,,,,,,,,,
,,,,,ANUL  2022,,,,,,,
,,,,,,,,,,,,
588,-3.66,7358.42,566.03231,2.38507,1.83882,40.41245,0,3.66,13,50,40,20
614,-3.66,7285.34,607.11167,2.37131,1.82056,35.21229,0,3.66,12,60,140,20
613,-3.66,7285.34,607.11167,2.37131,1.82056,35.21229,0,3.66,12,50,140,20
612,-3.66,7285.34,607.11167,2.37131,1.82056,35.21229,0,3.66,12,40,140,20
609,-3.66,7285.34,607.11167,2.37131,1.82056,35.21229,0,3.66,12,60,120,20
608,-3.66,7285.34,607.11167,2.37131,1.82056,35.21229,0,3.66,12,50,120,20
607,-3.66,7285.34,607.11167,2.37131,1.82056,35.21229,0,3.66,12,40,120,20
604,-3.66,7285.34,607.11167,2.37131,1.82056,35.21229,0,3.66,12,60,100,20
603,-3.66,7285.34,607.11167,2.37131,1.82056,35.21229,0,3.66,12,50,100,20
602,-3.66,7285.34,607.11167,2.37131,1.82056,35.21229,0,3.66,12,40,100,20
599,-3.66,7285.34,607.11167,2.37131,1.82056,35.21229,0,3.66,12,60,80,20
598,-3.66,7285.34,607.11167,2.37131,1.82056,35.21229,0,3.66,12,50,80,20
597,-3.66,7285.34,607.11167,2.37131,1.82056,35.21229,0,3.66,12,40,80,20
594,-3.66,7285.34,607.11167,2.37131,1.82056,35.21229,0,3.66,12,60,60,20
593,-3.66,7285.34,607.11167,2.37131,1.82056,35.21229,0,3.66,12,50,60,20
592,-3.66,7285.34,607.11167,2.37131,1.82056,35.21229,0,3.66,12,40,60,20
589,-3.66,7285.34,607.11167,2.37131,1.82056,35.21229,0,3.66,12,60,40,20
74,-4.03,6841.61,570.13417,3.19371,1.54156,28.32217,0,4.03,12,60,140,8
73,-4.03,6841.61,570.13417,3.19371,1.54156,28.32217,0,4.03,12,50,140,8
72,-4.03,6841.61,570.13417,3.19371,1.54156,28.32217,0,4.03,12,40,140,8
69,-4.03,6841.61,570.13417,3.19371,1.54156,28.32217,0,4.03,12,60,120,8
68,-4.03,6841.61,570.13417,3.19371,1.54156,28.32217,0,4.03,12,50,120,8
67,-4.03,6841.61,570.13417,3.19371,1.54156,28.32217,0,4.03,12,40,120,8
64,-4.03,6841.61,570.13417,3.19371,1.54156,28.32217,0,4.03,12,60,100,8
63,-4.03,6841.61,570.13417,3.19371,1.54156,28.32217,0,4.03,12,50,100,8
62,-4.03,6841.61,570.13417,3.19371,1.54156,28.32217,0,4.03,12,40,100,8
59,-4.03,6841.61,570.13417,3.19371,1.54156,28.32217,0,4.03,12,60,80,8
58,-4.03,6841.61,570.13417,3.19371,1.54156,28.32217,0,4.03,12,50,80,8
57,-4.03,6841.61,570.13417,3.19371,1.54156,28.32217,0,4.03,12,40,80,8
54,-4.03,6841.61,570.13417,3.19371,1.54156,28.32217,0,4.03,12,60,60,8
53,-4.03,6841.61,570.13417,3.19371,1.54156,28.32217,0,4.03,12,50,60,8
52,-4.03,6841.61,570.13417,3.19371,1.54156,28.32217,0,4.03,12,40,60,8
49,-4.03,6841.61,570.13417,3.19371,1.54156,28.32217,0,4.03,12,60,40,8
48,-4.03,6841.61,570.13417,3.19371,1.54156,28.32217,0,4.03,12,50,40,8
47,-4.03,6841.61,570.13417,3.19371,1.54156,28.32217,0,4.03,12,40,40,8
239,-3.80,6712.62,610.23818,3.22249,1.69956,20.48800,0,3.80,11,60,80,12
238,-3.80,6712.62,610.23818,3.22249,1.69956,20.48800,0,3.80,11,50,80,12
237,-3.80,6712.62,610.23818,3.22249,1.69956,20.48800,0,3.80,11,40,80,12
234,-3.80,6712.62,610.23818,3.22249,1.69956,20.48800,0,3.80,11,60,60,12
233,-3.80,6712.62,610.23818,3.22249,1.69956,20.48800,0,3.80,11,50,60,12
232,-3.80,6712.62,610.23818,3.22249,1.69956,20.48800,0,3.80,11,40,60,12
229,-3.80,6712.62,610.23818,3.22249,1.69956,20.48800,0,3.80,11,60,40,12
236,-3.64,6711.03,671.10300,3.22197,1.70398,17.05643,0,3.64,10,30,80,12
235,-3.64,6711.03,671.10300,3.22197,1.70398,17.05643,0,3.64,10,20,80,12
231,-3.64,6711.03,671.10300,3.22197,1.70398,17.05643,0,3.64,10,30,60,12
230,-3.64,6711.03,671.10300,3.22197,1.70398,17.05643,0,3.64,10,20,60,12
587,-3.66,6296.26,449.73286,1.99244,1.57339,40.16815,0,3.66,14,40,40,20
134,-2.68,5941.46,742.68250,3.76198,2.03539,14.10992,0,2.68,8,60,200,9
133,-2.68,5941.46,742.68250,3.76198,2.03539,14.10992,0,2.68,8,50,200,9
132,-2.68,5941.46,742.68250,3.76198,2.03539,14.10992,0,2.68,8,40,200,9
129,-2.68,5941.46,742.68250,3.76198,2.03539,14.10992,0,2.68,8,60,180,9
128,-2.68,5941.46,742.68250,3.76198,2.03539,14.10992,0,2.68,8,50,180,9
127,-2.68,5941.46,742.68250,3.76198,2.03539,14.10992,0,2.68,8,40,180,9
124,-2.68,5941.46,742.68250,3.76198,2.03539,14.10992,0,2.68,8,60,160,9
123,-2.68,5941.46,742.68250,3.76198,2.03539,14.10992,0,2.68,8,50,160,9
122,-2.68,5941.46,742.68250,3.76198,2.03539,14.10992,0,2.68,8,40,160,9
119,-2.68,5941.46,742.68250,3.76198,2.03539,14.10992,0,2.68,8,60,140,9
118,-2.68,5941.46,742.68250,3.76198,2.03539,14.10992,0,2.68,8,50,140,9
117,-2.68,5941.46,742.68250,3.76198,2.03539,14.10992,0,2.68,8,40,140,9
114,-2.68,5941.46,742.68250,3.76198,2.03539,14.10992,0,2.68,8,60,120,9
113,-2.68,5941.46,742.68250,3.76198,2.03539,14.10992,0,2.68,8,50,120,9
112,-2.68,5941.46,742.68250,3.76198,2.03539,14.10992,0,2.68,8,40,120,9
109,-2.68,5941.46,742.68250,3.76198,2.03539,14.10992,0,2.68,8,60,100,9
108,-2.68,5941.46,742.68250,3.76198,2.03539,14.10992,0,2.68,8,50,100,9
107,-2.68,5941.46,742.68250,3.76198,2.03539,14.10992,0,2.68,8,40,100,9
104,-2.68,5941.46,742.68250,3.76198,2.03539,14.10992,0,2.68,8,60,80,9
103,-2.68,5941.46,742.68250,3.76198,2.03539,14.10992,0,2.68,8,50,80,9
102,-2.68,5941.46,742.68250,3.76198,2.03539,14.10992,0,2.68,8,40,80,9
99,-2.68,5941.46,742.68250,3.76198,2.03539,14.10992,0,2.68,8,60,60,9
98,-2.68,5941.46,742.68250,3.76198,2.03539,14.10992,0,2.68,8,50,60,9
97,-2.68,5941.46,742.68250,3.76198,2.03539,14.10992,0,2.68,8,40,60,9
94,-2.68,5941.46,742.68250,3.76198,2.03539,14.10992,0,2.68,8,60,40,9
611,-3.67,5899.34,536.30364,2.11793,1.47200,24.39440,0,3.67,11,30,140,20
610,-3.67,5899.34,536.30364,2.11793,1.47200,24.39440,0,3.67,11,20,140,20
606,-3.67,5899.34,536.30364,2.11793,1.47200,24.39440,0,3.67,11,30,120,20
605,-3.67,5899.34,536.30364,2.11793,1.47200,24.39440,0,3.67,11,20,120,20
601,-3.67,5899.34,536.30364,2.11793,1.47200,24.39440,0,3.67,11,30,100,20
600,-3.67,5899.34,536.30364,2.11793,1.47200,24.39440,0,3.67,11,20,100,20
596,-3.67,5899.34,536.30364,2.11793,1.47200,24.39440,0,3.67,11,30,80,20
595,-3.67,5899.34,536.30364,2.11793,1.47200,24.39440,0,3.67,11,20,80,20
591,-3.67,5899.34,536.30364,2.11793,1.47200,24.39440,0,3.67,11,30,60,20
590,-3.67,5899.34,536.30364,2.11793,1.47200,24.39440,0,3.67,11,20,60,20
227,-4.96,5658.78,435.29077,2.40683,1.09714,24.95717,0,4.96,13,40,40,12
226,-4.81,5657.19,471.43250,2.40644,1.13367,21.33960,0,4.81,12,30,40,12
225,-4.81,5657.19,471.43250,2.40644,1.13367,21.33960,0,4.81,12,20,40,12
228,-4.76,5655.54,471.29500,2.40603,1.14348,20.59980,0,4.76,12,50,40,12
131,-3.08,5438.45,776.92143,3.55310,1.62449,6.68348,0,3.08,7,30,200,9
130,-3.08,5438.45,776.92143,3.55310,1.62449,6.68348,0,3.08,7,20,200,9
126,-3.08,5438.45,776.92143,3.55310,1.62449,6.68348,0,3.08,7,30,180,9
125,-3.08,5438.45,776.92143,3.55310,1.62449,6.68348,0,3.08,7,20,180,9
121,-3.08,5438.45,776.92143,3.55310,1.62449,6.68348,0,3.08,7,30,160,9
120,-3.08,5438.45,776.92143,3.55310,1.62449,6.68348,0,3.08,7,20,160,9
116,-3.08,5438.45,776.92143,3.55310,1.62449,6.68348,0,3.08,7,30,140,9
115,-3.08,5438.45,776.92143,3.55310,1.62449,6.68348,0,3.08,7,20,140,9
111,-3.08,5438.45,776.92143,3.55310,1.62449,6.68348,0,3.08,7,30,120,9
110,-3.08,5438.45,776.92143,3.55310,1.62449,6.68348,0,3.08,7,20,120,9
106,-3.08,5438.45,776.92143,3.55310,1.62449,6.68348,0,3.08,7,30,100,9
105,-3.08,5438.45,776.92143,3.55310,1.62449,6.68348,0,3.08,7,20,100,9
101,-3.08,5438.45,776.92143,3.55310,1.62449,6.68348,0,3.08,7,30,80,9
100,-3.08,5438.45,776.92143,3.55310,1.62449,6.68348,0,3.08,7,20,80,9
96,-3.08,5438.45,776.92143,3.55310,1.62449,6.68348,0,3.08,7,30,60,9
95,-3.08,5438.45,776.92143,3.55310,1.62449,6.68348,0,3.08,7,20,60,9
71,-4.02,5434.96,543.49600,2.75789,1.24371,15.75596,0,4.02,10,30,140,8
70,-4.02,5434.96,543.49600,2.75789,1.24371,15.75596,0,4.02,10,20,140,8
66,-4.02,5434.96,543.49600,2.75789,1.24371,15.75596,0,4.02,10,30,120,8
65,-4.02,5434.96,543.49600,2.75789,1.24371,15.75596,0,4.02,10,20,120,8
61,-4.02,5434.96,543.49600,2.75789,1.24371,15.75596,0,4.02,10,30,100,8
60,-4.02,5434.96,543.49600,2.75789,1.24371,15.75596,0,4.02,10,20,100,8
56,-4.02,5434.96,543.49600,2.75789,1.24371,15.75596,0,4.02,10,30,80,8
55,-4.02,5434.96,543.49600,2.75789,1.24371,15.75596,0,4.02,10,20,80,8
51,-4.02,5434.96,543.49600,2.75789,1.24371,15.75596,0,4.02,10,30,60,8
50,-4.02,5434.96,543.49600,2.75789,1.24371,15.75596,0,4.02,10,20,60,8
46,-4.02,5434.96,543.49600,2.75789,1.24371,15.75596,0,4.02,10,30,40,8
45,-4.02,5434.96,543.49600,2.75789,1.24371,15.75596,0,4.02,10,20,40,8
92,-3.89,5373.12,537.31200,2.67622,1.25881,18.90890,0,3.89,10,40,40,9
624,-3.73,5122.19,465.65364,1.97727,1.25655,23.46421,0,3.73,11,60,180,20
623,-3.73,5122.19,465.65364,1.97727,1.25655,23.46421,0,3.73,11,50,180,20
622,-3.73,5122.19,465.65364,1.97727,1.25655,23.46421,0,3.73,11,40,180,20
619,-3.73,5122.19,465.65364,1.97727,1.25655,23.46421,0,3.73,11,60,160,20
618,-3.73,5122.19,465.65364,1.97727,1.25655,23.46421,0,3.73,11,50,160,20
617,-3.73,5122.19,465.65364,1.97727,1.25655,23.46421,0,3.73,11,40,160,20
629,-3.74,5117.35,511.73500,1.97635,1.25387,18.82441,0,3.74,10,60,200,20
628,-3.74,5117.35,511.73500,1.97635,1.25387,18.82441,0,3.74,10,50,200,20
627,-3.74,5117.35,511.73500,1.97635,1.25387,18.82441,0,3.74,10,40,200,20
586,-4.56,4918.88,378.37539,1.78086,0.98688,28.17570,0,4.56,13,30,40,20
585,-4.56,4918.88,378.37539,1.78086,0.98688,28.17570,0,4.56,13,20,40,20
93,-3.64,4893.08,543.67556,2.52931,1.23330,14.43173,0,3.64,9,50,40,9
91,-3.91,4855.05,539.45000,2.51742,1.13903,13.94796,0,3.91,9,30,40,9
90,-3.91,4855.05,539.45000,2.51742,1.13903,13.94796,0,3.91,9,20,40,9
89,-4.02,4664.54,424.04909,2.51903,1.07638,17.88792,0,4.02,11,60,200,8
88,-4.02,4664.54,424.04909,2.51903,1.07638,17.88792,0,4.02,11,50,200,8
87,-4.02,4664.54,424.04909,2.51903,1.07638,17.88792,0,4.02,11,40,200,8
84,-4.02,4664.54,424.04909,2.51903,1.07638,17.88792,0,4.02,11,60,180,8
83,-4.02,4664.54,424.04909,2.51903,1.07638,17.88792,0,4.02,11,50,180,8
82,-4.02,4664.54,424.04909,2.51903,1.07638,17.88792,0,4.02,11,40,180,8
79,-4.02,4664.54,424.04909,2.51903,1.07638,17.88792,0,4.02,11,60,160,8
78,-4.02,4664.54,424.04909,2.51903,1.07638,17.88792,0,4.02,11,50,160,8
77,-4.02,4664.54,424.04909,2.51903,1.07638,17.88792,0,4.02,11,40,160,8
477,-4.62,4248.32,283.22133,1.69782,0.87210,28.95464,0,4.62,15,40,140,17
472,-4.62,4248.32,283.22133,1.69782,0.87210,28.95464,0,4.62,15,40,120,17
467,-4.62,4248.32,283.22133,1.69782,0.87210,28.95464,0,4.62,15,40,100,17
462,-4.62,4248.32,283.22133,1.69782,0.87210,28.95464,0,4.62,15,40,80,17
457,-4.62,4248.32,283.22133,1.69782,0.87210,28.95464,0,4.62,15,40,60,17
454,-4.62,4248.32,283.22133,1.69782,0.87210,28.95464,0,4.62,15,60,40,17
476,-4.62,4246.70,303.33571,1.69755,0.87148,25.68657,0,4.62,14,30,140,17
475,-4.62,4246.70,303.33571,1.69755,0.87148,25.68657,0,4.62,14,20,140,17
471,-4.62,4246.70,303.33571,1.69755,0.87148,25.68657,0,4.62,14,30,120,17
470,-4.62,4246.70,303.33571,1.69755,0.87148,25.68657,0,4.62,14,20,120,17
466,-4.62,4246.70,303.33571,1.69755,0.87148,25.68657,0,4.62,14,30,100,17
465,-4.62,4246.70,303.33571,1.69755,0.87148,25.68657,0,4.62,14,20,100,17
461,-4.62,4246.70,303.33571,1.69755,0.87148,25.68657,0,4.62,14,30,80,17
460,-4.62,4246.70,303.33571,1.69755,0.87148,25.68657,0,4.62,14,20,80,17
456,-4.62,4246.70,303.33571,1.69755,0.87148,25.68657,0,4.62,14,30,60,17
455,-4.62,4246.70,303.33571,1.69755,0.87148,25.68657,0,4.62,14,20,60,17
299,-4.07,4198.13,299.86643,1.82292,0.96193,24.90593,0,4.07,14,60,140,13
298,-4.07,4198.13,299.86643,1.82292,0.96193,24.90593,0,4.07,14,50,140,13
297,-4.07,4198.13,299.86643,1.82292,0.96193,24.90593,0,4.07,14,40,140,13
294,-4.07,4198.13,299.86643,1.82292,0.96193,24.90593,0,4.07,14,60,120,13
293,-4.07,4198.13,299.86643,1.82292,0.96193,24.90593,0,4.07,14,50,120,13
292,-4.07,4198.13,299.86643,1.82292,0.96193,24.90593,0,4.07,14,40,120,13
289,-4.07,4198.13,299.86643,1.82292,0.96193,24.90593,0,4.07,14,60,100,13
288,-4.07,4198.13,299.86643,1.82292,0.96193,24.90593,0,4.07,14,50,100,13
287,-4.07,4198.13,299.86643,1.82292,0.96193,24.90593,0,4.07,14,40,100,13
284,-4.07,4198.13,299.86643,1.82292,0.96193,24.90593,0,4.07,14,60,80,13
283,-4.07,4198.13,299.86643,1.82292,0.96193,24.90593,0,4.07,14,50,80,13
282,-4.07,4198.13,299.86643,1.82292,0.96193,24.90593,0,4.07,14,40,80,13
279,-4.07,4198.13,299.86643,1.82292,0.96193,24.90593,0,4.07,14,60,60,13
278,-4.07,4198.13,299.86643,1.82292,0.96193,24.90593,0,4.07,14,50,60,13
277,-4.07,4198.13,299.86643,1.82292,0.96193,24.90593,0,4.07,14,40,60,13
274,-4.07,4198.13,299.86643,1.82292,0.96193,24.90593,0,4.07,14,60,40,13
273,-4.07,4198.13,299.86643,1.82292,0.96193,24.90593,0,4.07,14,50,40,13
149,-5.08,4102.53,372.95727,1.79287,0.73711,14.61760,0,5.08,11,60,80,10
148,-5.08,4102.53,372.95727,1.79287,0.73711,14.61760,0,5.08,11,50,80,10
147,-5.08,4102.53,372.95727,1.79287,0.73711,14.61760,0,5.08,11,40,80,10
144,-5.08,4102.53,372.95727,1.79287,0.73711,14.61760,0,5.08,11,60,60,10
143,-5.08,4102.53,372.95727,1.79287,0.73711,14.61760,0,5.08,11,50,60,10
142,-5.08,4102.53,372.95727,1.79287,0.73711,14.61760,0,5.08,11,40,60,10
139,-5.08,4102.53,372.95727,1.79287,0.73711,14.61760,0,5.08,11,60,40,10
138,-5.08,4102.53,372.95727,1.79287,0.73711,14.61760,0,5.08,11,50,40,10
794,-5.26,4033.33,288.09500,1.56747,0.72153,23.13970,0,5.27,14,60,140,24
793,-5.26,4033.33,288.09500,1.56747,0.72153,23.13970,0,5.27,14,50,140,24
792,-5.26,4033.33,288.09500,1.56747,0.72153,23.13970,0,5.27,14,40,140,24
791,-5.26,4033.33,288.09500,1.56747,0.72153,23.13970,0,5.27,14,30,140,24
790,-5.26,4033.33,288.09500,1.56747,0.72153,23.13970,0,5.27,14,20,140,24
789,-5.26,4033.33,288.09500,1.56747,0.72153,23.13970,0,5.27,14,60,120,24
788,-5.26,4033.33,288.09500,1.56747,0.72153,23.13970,0,5.27,14,50,120,24
787,-5.26,4033.33,288.09500,1.56747,0.72153,23.13970,0,5.27,14,40,120,24
786,-5.26,4033.33,288.09500,1.56747,0.72153,23.13970,0,5.27,14,30,120,24
785,-5.26,4033.33,288.09500,1.56747,0.72153,23.13970,0,5.27,14,20,120,24
784,-5.26,4033.33,288.09500,1.56747,0.72153,23.13970,0,5.27,14,60,100,24
783,-5.26,4033.33,288.09500,1.56747,0.72153,23.13970,0,5.27,14,50,100,24
782,-5.26,4033.33,288.09500,1.56747,0.72153,23.13970,0,5.27,14,40,100,24
781,-5.26,4033.33,288.09500,1.56747,0.72153,23.13970,0,5.27,14,30,100,24
780,-5.26,4033.33,288.09500,1.56747,0.72153,23.13970,0,5.27,14,20,100,24
779,-5.26,4033.33,288.09500,1.56747,0.72153,23.13970,0,5.27,14,60,80,24
778,-5.26,4033.33,288.09500,1.56747,0.72153,23.13970,0,5.27,14,50,80,24
777,-5.26,4033.33,288.09500,1.56747,0.72153,23.13970,0,5.27,14,40,80,24
776,-5.26,4033.33,288.09500,1.56747,0.72153,23.13970,0,5.27,14,30,80,24
775,-5.26,4033.33,288.09500,1.56747,0.72153,23.13970,0,5.27,14,20,80,24
774,-5.26,4033.33,288.09500,1.56747,0.72153,23.13970,0,5.27,14,60,60,24
773,-5.26,4033.33,288.09500,1.56747,0.72153,23.13970,0,5.27,14,50,60,24
772,-5.26,4033.33,288.09500,1.56747,0.72153,23.13970,0,5.27,14,40,60,24
771,-5.26,4033.33,288.09500,1.56747,0.72153,23.13970,0,5.27,14,30,60,24
770,-5.26,4033.33,288.09500,1.56747,0.72153,23.13970,0,5.27,14,20,60,24
769,-5.26,4033.33,288.09500,1.56747,0.72153,23.13970,0,5.27,14,60,40,24
768,-5.26,4033.33,288.09500,1.56747,0.72153,23.13970,0,5.27,14,50,40,24
314,-4.08,3749.25,288.40385,1.73572,0.85978,19.27952,0,4.08,13,60,200,13
313,-4.08,3749.25,288.40385,1.73572,0.85978,19.27952,0,4.08,13,50,200,13
312,-4.08,3749.25,288.40385,1.73572,0.85978,19.27952,0,4.08,13,40,200,13
309,-4.08,3749.25,288.40385,1.73572,0.85978,19.27952,0,4.08,13,60,180,13
308,-4.08,3749.25,288.40385,1.73572,0.85978,19.27952,0,4.08,13,50,180,13
307,-4.08,3749.25,288.40385,1.73572,0.85978,19.27952,0,4.08,13,40,180,13
304,-4.08,3749.25,288.40385,1.73572,0.85978,19.27952,0,4.08,13,60,160,13
303,-4.08,3749.25,288.40385,1.73572,0.85978,19.27952,0,4.08,13,50,160,13
302,-4.08,3749.25,288.40385,1.73572,0.85978,19.27952,0,4.08,13,40,160,13
621,-4.99,3746.17,374.61700,1.71680,0.68707,13.58555,0,4.99,10,30,180,20
620,-4.99,3746.17,374.61700,1.71680,0.68707,13.58555,0,4.99,10,20,180,20
616,-4.99,3746.17,374.61700,1.71680,0.68707,13.58555,0,4.99,10,30,160,20
615,-4.99,3746.17,374.61700,1.71680,0.68707,13.58555,0,4.99,10,20,160,20
626,-5.00,3741.37,415.70778,1.71588,0.68558,10.45524,0,5.00,9,30,200,20
625,-5.00,3741.37,415.70778,1.71588,0.68558,10.45524,0,5.00,9,20,200,20
137,-5.11,3540.02,272.30923,1.57194,0.63539,17.23403,0,5.11,13,40,40,10
146,-5.11,3487.98,348.79800,1.67487,0.62605,10.85645,0,5.11,10,30,80,10
145,-5.11,3487.98,348.79800,1.67487,0.62605,10.85645,0,5.11,10,20,80,10
141,-5.11,3487.98,348.79800,1.67487,0.62605,10.85645,0,5.11,10,30,60,10
140,-5.11,3487.98,348.79800,1.67487,0.62605,10.85645,0,5.11,10,20,60,10
29,-2.92,3468.53,346.85300,2.16672,1.16739,13.06945,0,2.92,10,60,140,7
28,-2.92,3468.53,346.85300,2.16672,1.16739,13.06945,0,2.92,10,50,140,7
27,-2.92,3468.53,346.85300,2.16672,1.16739,13.06945,0,2.92,10,40,140,7
26,-2.92,3468.53,346.85300,2.16672,1.16739,13.06945,0,2.92,10,30,140,7
24,-2.92,3468.53,346.85300,2.16672,1.16739,13.06945,0,2.92,10,60,120,7
23,-2.92,3468.53,346.85300,2.16672,1.16739,13.06945,0,2.92,10,50,120,7
22,-2.92,3468.53,346.85300,2.16672,1.16739,13.06945,0,2.92,10,40,120,7
21,-2.92,3468.53,346.85300,2.16672,1.16739,13.06945,0,2.92,10,30,120,7
19,-2.92,3468.53,346.85300,2.16672,1.16739,13.06945,0,2.92,10,60,100,7
18,-2.92,3468.53,346.85300,2.16672,1.16739,13.06945,0,2.92,10,50,100,7
17,-2.92,3468.53,346.85300,2.16672,1.16739,13.06945,0,2.92,10,40,100,7
16,-2.92,3468.53,346.85300,2.16672,1.16739,13.06945,0,2.92,10,30,100,7
14,-2.92,3468.53,346.85300,2.16672,1.16739,13.06945,0,2.92,10,60,80,7
13,-2.92,3468.53,346.85300,2.16672,1.16739,13.06945,0,2.92,10,50,80,7
12,-2.92,3468.53,346.85300,2.16672,1.16739,13.06945,0,2.92,10,40,80,7
11,-2.92,3468.53,346.85300,2.16672,1.16739,13.06945,0,2.92,10,30,80,7
9,-2.92,3468.53,346.85300,2.16672,1.16739,13.06945,0,2.92,10,60,60,7
8,-2.92,3468.53,346.85300,2.16672,1.16739,13.06945,0,2.92,10,50,60,7
7,-2.92,3468.53,346.85300,2.16672,1.16739,13.06945,0,2.92,10,40,60,7
6,-2.92,3468.53,346.85300,2.16672,1.16739,13.06945,0,2.92,10,30,60,7
4,-2.92,3468.53,346.85300,2.16672,1.16739,13.06945,0,2.92,10,60,40,7
3,-2.92,3468.53,346.85300,2.16672,1.16739,13.06945,0,2.92,10,50,40,7
2,-2.92,3468.53,346.85300,2.16672,1.16739,13.06945,0,2.92,10,40,40,7
1,-2.92,3468.53,346.85300,2.16672,1.16739,13.06945,0,2.92,10,30,40,7
767,-5.77,3455.12,215.94500,1.42553,0.56377,24.57951,0,5.77,16,40,40,24
766,-5.77,3455.12,215.94500,1.42553,0.56377,24.57951,0,5.77,16,30,40,24
765,-5.77,3455.12,215.94500,1.42553,0.56377,24.57951,0,5.77,16,20,40,24
25,-2.92,3401.84,377.98222,2.14429,1.14495,9.59978,0,2.92,9,20,140,7
20,-2.92,3401.84,377.98222,2.14429,1.14495,9.59978,0,2.92,9,20,120,7
15,-2.92,3401.84,377.98222,2.14429,1.14495,9.59978,0,2.92,9,20,100,7
10,-2.92,3401.84,377.98222,2.14429,1.14495,9.59978,0,2.92,9,20,80,7
5,-2.92,3401.84,377.98222,2.14429,1.14495,9.59978,0,2.92,9,20,60,7
0,-2.92,3401.84,377.98222,2.14429,1.14495,9.59978,0,2.92,9,20,40,7
86,-4.04,3295.52,366.16889,2.07738,0.76714,7.77275,0,4.04,9,30,200,8
85,-4.04,3295.52,366.16889,2.07738,0.76714,7.77275,0,4.04,9,20,200,8
81,-4.04,3295.52,366.16889,2.07738,0.76714,7.77275,0,4.04,9,30,180,8
80,-4.04,3295.52,366.16889,2.07738,0.76714,7.77275,0,4.04,9,20,180,8
76,-4.04,3295.52,366.16889,2.07738,0.76714,7.77275,0,4.04,9,30,160,8
75,-4.04,3295.52,366.16889,2.07738,0.76714,7.77275,0,4.04,9,20,160,8
