Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,MA_Fast_Period,MA_Slow_Period,DeMarker_Period
,,,,,,,,,,,,
,,,,ANUL 2021,,,,,,,,
,,,,,,,,,,,,
136,-8.56,10068.42,774.49385,2.44651,1.11403,49.35385,0,8.56,13,30,40,10
135,-8.56,10068.42,774.49385,2.44651,1.11403,49.35385,0,8.56,13,20,40,10
141,-8.56,9812.65,817.72083,2.41500,1.08846,43.66947,0,8.56,12,30,60,10
140,-8.56,9812.65,817.72083,2.41500,1.08846,43.66947,0,8.56,12,20,60,10
138,-9.47,9011.88,643.70571,2.13666,0.90072,51.38796,0,9.47,14,50,40,10
137,-9.47,9011.88,643.70571,2.13666,0.90072,51.38796,0,9.47,14,40,40,10
144,-9.47,8677.38,667.49077,2.09899,0.87018,45.88805,0,9.47,13,60,60,10
143,-9.47,8677.38,667.49077,2.09899,0.87018,45.88805,0,9.47,13,50,60,10
142,-9.47,8677.38,667.49077,2.09899,0.87018,45.88805,0,9.47,13,40,60,10
139,-9.47,8677.38,667.49077,2.09899,0.87018,45.88805,0,9.47,13,60,40,10
575,-5.09,-12.60,-2.10000,0.99378,-0.00235,-0.00825,0,5.09,6,20,180,19
570,-5.09,-12.60,-2.10000,0.99378,-0.00235,-0.00825,0,5.09,6,20,160,19
565,-5.09,-12.60,-2.10000,0.99378,-0.00235,-0.00825,0,5.09,6,20,140,19
560,-5.09,-12.60,-2.10000,0.99378,-0.00235,-0.00825,0,5.09,6,20,120,19
555,-5.09,-12.60,-2.10000,0.99378,-0.00235,-0.00825,0,5.09,6,20,100,19
585,-3.09,-371.55,-46.44375,0.87673,-0.11824,-1.09043,0,3.09,8,20,40,20
446,-5.78,-409.13,-68.18833,0.79679,-0.06718,-0.27327,0,5.78,6,30,200,16
445,-5.78,-409.13,-68.18833,0.79679,-0.06718,-0.27327,0,5.78,6,20,200,16
441,-5.78,-409.13,-68.18833,0.79679,-0.06718,-0.27327,0,5.78,6,30,180,16
440,-5.78,-409.13,-68.18833,0.79679,-0.06718,-0.27327,0,5.78,6,20,180,16
436,-5.78,-409.13,-68.18833,0.79679,-0.06718,-0.27327,0,5.78,6,30,160,16
435,-5.78,-409.13,-68.18833,0.79679,-0.06718,-0.27327,0,5.78,6,20,160,16
431,-5.78,-409.13,-68.18833,0.79679,-0.06718,-0.27327,0,5.78,6,30,140,16
430,-5.78,-409.13,-68.18833,0.79679,-0.06718,-0.27327,0,5.78,6,20,140,16
426,-5.78,-409.13,-68.18833,0.79679,-0.06718,-0.27327,0,5.78,6,30,120,16
425,-5.78,-409.13,-68.18833,0.79679,-0.06718,-0.27327,0,5.78,6,20,120,16
421,-5.78,-409.13,-68.18833,0.79679,-0.06718,-0.27327,0,5.78,6,30,100,16
420,-5.78,-409.13,-68.18833,0.79679,-0.06718,-0.27327,0,5.78,6,20,100,16
416,-5.78,-409.13,-68.18833,0.79679,-0.06718,-0.27327,0,5.78,6,30,80,16
415,-5.78,-409.13,-68.18833,0.79679,-0.06718,-0.27327,0,5.78,6,20,80,16
590,-2.86,-696.14,-99.44857,0.76904,-0.23803,-2.01061,0,2.86,7,20,60,20
130,-3.91,-979.88,-244.97000,0.67411,-0.24318,-0.58506,0,3.91,4,20,200,9
125,-3.91,-979.88,-244.97000,0.67411,-0.24318,-0.58506,0,3.91,4,20,180,9
120,-3.91,-979.88,-244.97000,0.67411,-0.24318,-0.58506,0,3.91,4,20,160,9
115,-3.91,-979.88,-244.97000,0.67411,-0.24318,-0.58506,0,3.91,4,20,140,9
110,-3.91,-979.88,-244.97000,0.67411,-0.24318,-0.58506,0,3.91,4,20,120,9
105,-3.91,-979.88,-244.97000,0.67411,-0.24318,-0.58506,0,3.91,4,20,100,9
584,-6.03,-1003.18,-143.31143,0.66683,-0.15793,-1.31211,0,6.03,7,60,200,19
583,-6.03,-1003.18,-143.31143,0.66683,-0.15793,-1.31211,0,6.03,7,50,200,19
582,-6.03,-1003.18,-143.31143,0.66683,-0.15793,-1.31211,0,6.03,7,40,200,19
581,-6.03,-1003.18,-143.31143,0.66683,-0.15793,-1.31211,0,6.03,7,30,200,19
579,-6.03,-1003.18,-143.31143,0.66683,-0.15793,-1.31211,0,6.03,7,60,180,19
578,-6.03,-1003.18,-143.31143,0.66683,-0.15793,-1.31211,0,6.03,7,50,180,19
577,-6.03,-1003.18,-143.31143,0.66683,-0.15793,-1.31211,0,6.03,7,40,180,19
576,-6.03,-1003.18,-143.31143,0.66683,-0.15793,-1.31211,0,6.03,7,30,180,19
574,-6.03,-1003.18,-143.31143,0.66683,-0.15793,-1.31211,0,6.03,7,60,160,19
573,-6.03,-1003.18,-143.31143,0.66683,-0.15793,-1.31211,0,6.03,7,50,160,19
572,-6.03,-1003.18,-143.31143,0.66683,-0.15793,-1.31211,0,6.03,7,40,160,19
571,-6.03,-1003.18,-143.31143,0.66683,-0.15793,-1.31211,0,6.03,7,30,160,19
569,-6.03,-1003.18,-143.31143,0.66683,-0.15793,-1.31211,0,6.03,7,60,140,19
568,-6.03,-1003.18,-143.31143,0.66683,-0.15793,-1.31211,0,6.03,7,50,140,19
567,-6.03,-1003.18,-143.31143,0.66683,-0.15793,-1.31211,0,6.03,7,40,140,19
566,-6.03,-1003.18,-143.31143,0.66683,-0.15793,-1.31211,0,6.03,7,30,140,19
564,-6.03,-1003.18,-143.31143,0.66683,-0.15793,-1.31211,0,6.03,7,60,120,19
563,-6.03,-1003.18,-143.31143,0.66683,-0.15793,-1.31211,0,6.03,7,50,120,19
562,-6.03,-1003.18,-143.31143,0.66683,-0.15793,-1.31211,0,6.03,7,40,120,19
561,-6.03,-1003.18,-143.31143,0.66683,-0.15793,-1.31211,0,6.03,7,30,120,19
559,-6.03,-1003.18,-143.31143,0.66683,-0.15793,-1.31211,0,6.03,7,60,100,19
558,-6.03,-1003.18,-143.31143,0.66683,-0.15793,-1.31211,0,6.03,7,50,100,19
557,-6.03,-1003.18,-143.31143,0.66683,-0.15793,-1.31211,0,6.03,7,40,100,19
556,-6.03,-1003.18,-143.31143,0.66683,-0.15793,-1.31211,0,6.03,7,30,100,19
580,-6.03,-1004.22,-143.46000,0.66660,-0.15807,-0.83829,0,6.03,7,20,200,19
764,-5.48,-1105.59,-157.94143,0.63085,-0.19341,-0.78173,0,5.48,7,60,200,23
759,-5.48,-1105.59,-157.94143,0.63085,-0.19341,-0.78173,0,5.48,7,60,180,23
754,-5.48,-1105.59,-157.94143,0.63085,-0.19341,-0.78173,0,5.48,7,60,160,23
406,-5.80,-1136.79,-142.09875,0.62241,-0.18755,-1.57092,0,5.80,8,30,40,16
405,-5.80,-1136.79,-142.09875,0.62241,-0.18755,-1.57092,0,5.80,8,20,40,16
176,-7.10,-1147.27,-127.47444,0.77211,-0.15190,-3.21787,0,7.10,9,30,200,10
171,-7.10,-1147.27,-127.47444,0.77211,-0.15190,-3.21787,0,7.10,9,30,180,10
170,-7.10,-1147.27,-127.47444,0.77211,-0.15190,-3.21787,0,7.10,9,20,180,10
166,-7.10,-1147.27,-127.47444,0.77211,-0.15190,-3.21787,0,7.10,9,30,160,10
165,-7.10,-1147.27,-127.47444,0.77211,-0.15190,-3.21787,0,7.10,9,20,160,10
151,-7.10,-1147.27,-127.47444,0.77211,-0.15190,-3.21787,0,7.10,9,30,100,10
150,-7.10,-1147.27,-127.47444,0.77211,-0.15190,-3.21787,0,7.10,9,20,100,10
181,-7.33,-1277.38,-127.73800,0.74632,-0.16355,-4.52547,0,7.33,10,30,40,11
180,-7.33,-1277.38,-127.73800,0.74632,-0.16355,-4.52547,0,7.33,10,20,40,11
588,-3.43,-1346.11,-149.56778,0.66187,-0.38400,-5.00000,0,3.43,9,50,40,20
587,-3.43,-1346.11,-149.56778,0.66187,-0.38400,-5.00000,0,3.43,9,40,40,20
586,-3.43,-1346.11,-149.56778,0.66187,-0.38400,-5.00000,0,3.43,9,30,40,20
449,-6.72,-1405.19,-200.74143,0.53278,-0.19839,-1.39389,0,6.72,7,60,200,16
448,-6.72,-1405.19,-200.74143,0.53278,-0.19839,-1.39389,0,6.72,7,50,200,16
447,-6.72,-1405.19,-200.74143,0.53278,-0.19839,-1.39389,0,6.72,7,40,200,16
444,-6.72,-1405.19,-200.74143,0.53278,-0.19839,-1.39389,0,6.72,7,60,180,16
443,-6.72,-1405.19,-200.74143,0.53278,-0.19839,-1.39389,0,6.72,7,50,180,16
442,-6.72,-1405.19,-200.74143,0.53278,-0.19839,-1.39389,0,6.72,7,40,180,16
439,-6.72,-1405.19,-200.74143,0.53278,-0.19839,-1.39389,0,6.72,7,60,160,16
438,-6.72,-1405.19,-200.74143,0.53278,-0.19839,-1.39389,0,6.72,7,50,160,16
437,-6.72,-1405.19,-200.74143,0.53278,-0.19839,-1.39389,0,6.72,7,40,160,16
434,-6.72,-1405.19,-200.74143,0.53278,-0.19839,-1.39389,0,6.72,7,60,140,16
433,-6.72,-1405.19,-200.74143,0.53278,-0.19839,-1.39389,0,6.72,7,50,140,16
432,-6.72,-1405.19,-200.74143,0.53278,-0.19839,-1.39389,0,6.72,7,40,140,16
429,-6.72,-1405.19,-200.74143,0.53278,-0.19839,-1.39389,0,6.72,7,60,120,16
428,-6.72,-1405.19,-200.74143,0.53278,-0.19839,-1.39389,0,6.72,7,50,120,16
427,-6.72,-1405.19,-200.74143,0.53278,-0.19839,-1.39389,0,6.72,7,40,120,16
424,-6.72,-1405.19,-200.74143,0.53278,-0.19839,-1.39389,0,6.72,7,60,100,16
423,-6.72,-1405.19,-200.74143,0.53278,-0.19839,-1.39389,0,6.72,7,50,100,16
422,-6.72,-1405.19,-200.74143,0.53278,-0.19839,-1.39389,0,6.72,7,40,100,16
419,-6.72,-1405.19,-200.74143,0.53278,-0.19839,-1.39389,0,6.72,7,60,80,16
418,-6.72,-1405.19,-200.74143,0.53278,-0.19839,-1.39389,0,6.72,7,50,80,16
417,-6.72,-1405.19,-200.74143,0.53278,-0.19839,-1.39389,0,6.72,7,40,80,16
411,-5.77,-1411.72,-201.67429,0.52869,-0.23456,-1.40274,0,5.77,7,30,60,16
410,-5.77,-1411.72,-201.67429,0.52869,-0.23456,-1.40274,0,5.77,7,20,60,16
620,-2.48,-1483.22,-296.64400,0.25645,-0.59799,-0.97018,0,2.48,5,20,180,20
615,-2.48,-1483.22,-296.64400,0.25645,-0.59799,-0.97018,0,2.48,5,20,160,20
161,-7.42,-1494.97,-186.87125,0.70305,-0.18923,-2.65474,0,7.42,8,30,140,10
160,-7.42,-1494.97,-186.87125,0.70305,-0.18923,-2.65474,0,7.42,8,20,140,10
156,-7.42,-1494.97,-186.87125,0.70305,-0.18923,-2.65474,0,7.42,8,30,120,10
155,-7.42,-1494.97,-186.87125,0.70305,-0.18923,-2.65474,0,7.42,8,20,120,10
230,-6.36,-1555.28,-129.60667,0.68765,-0.23249,-5.00000,0,6.36,12,20,60,12
186,-7.32,-1598.22,-177.58000,0.68189,-0.20550,-4.72269,0,7.32,9,30,60,11
185,-7.32,-1598.22,-177.58000,0.68189,-0.20550,-4.72269,0,7.32,9,20,60,11
594,-3.42,-1667.01,-208.37625,0.58127,-0.47863,-5.00000,0,3.42,8,60,60,20
593,-3.42,-1667.01,-208.37625,0.58127,-0.47863,-5.00000,0,3.42,8,50,60,20
592,-3.42,-1667.01,-208.37625,0.58127,-0.47863,-5.00000,0,3.42,8,40,60,20
591,-3.42,-1667.01,-208.37625,0.58127,-0.47863,-5.00000,0,3.42,8,30,60,20
589,-3.42,-1667.01,-208.37625,0.58127,-0.47863,-5.00000,0,3.42,8,60,40,20
540,-6.04,-1708.40,-189.82222,0.57119,-0.27057,-3.80900,0,6.04,9,20,40,19
90,-5.84,-1847.19,-205.24333,0.69417,-0.30347,-5.00000,0,5.84,9,20,40,9
134,-4.85,-1950.86,-390.17200,0.50956,-0.39014,-2.39913,0,4.85,5,60,200,9
133,-4.85,-1950.86,-390.17200,0.50956,-0.39014,-2.39913,0,4.85,5,50,200,9
132,-4.85,-1950.86,-390.17200,0.50956,-0.39014,-2.39913,0,4.85,5,40,200,9
131,-4.85,-1950.86,-390.17200,0.50956,-0.39014,-2.39913,0,4.85,5,30,200,9
129,-4.85,-1950.86,-390.17200,0.50956,-0.39014,-2.39913,0,4.85,5,60,180,9
128,-4.85,-1950.86,-390.17200,0.50956,-0.39014,-2.39913,0,4.85,5,50,180,9
127,-4.85,-1950.86,-390.17200,0.50956,-0.39014,-2.39913,0,4.85,5,40,180,9
126,-4.85,-1950.86,-390.17200,0.50956,-0.39014,-2.39913,0,4.85,5,30,180,9
124,-4.85,-1950.86,-390.17200,0.50956,-0.39014,-2.39913,0,4.85,5,60,160,9
123,-4.85,-1950.86,-390.17200,0.50956,-0.39014,-2.39913,0,4.85,5,50,160,9
122,-4.85,-1950.86,-390.17200,0.50956,-0.39014,-2.39913,0,4.85,5,40,160,9
121,-4.85,-1950.86,-390.17200,0.50956,-0.39014,-2.39913,0,4.85,5,30,160,9
119,-4.85,-1950.86,-390.17200,0.50956,-0.39014,-2.39913,0,4.85,5,60,140,9
118,-4.85,-1950.86,-390.17200,0.50956,-0.39014,-2.39913,0,4.85,5,50,140,9
117,-4.85,-1950.86,-390.17200,0.50956,-0.39014,-2.39913,0,4.85,5,40,140,9
116,-4.85,-1950.86,-390.17200,0.50956,-0.39014,-2.39913,0,4.85,5,30,140,9
114,-4.85,-1950.86,-390.17200,0.50956,-0.39014,-2.39913,0,4.85,5,60,120,9
113,-4.85,-1950.86,-390.17200,0.50956,-0.39014,-2.39913,0,4.85,5,50,120,9
112,-4.85,-1950.86,-390.17200,0.50956,-0.39014,-2.39913,0,4.85,5,40,120,9
111,-4.85,-1950.86,-390.17200,0.50956,-0.39014,-2.39913,0,4.85,5,30,120,9
109,-4.85,-1950.86,-390.17200,0.50956,-0.39014,-2.39913,0,4.85,5,60,100,9
108,-4.85,-1950.86,-390.17200,0.50956,-0.39014,-2.39913,0,4.85,5,50,100,9
107,-4.85,-1950.86,-390.17200,0.50956,-0.39014,-2.39913,0,4.85,5,40,100,9
106,-4.85,-1950.86,-390.17200,0.50956,-0.39014,-2.39913,0,4.85,5,30,100,9
760,-5.39,-1977.63,-219.73667,0.50100,-0.35509,-3.11517,0,5.39,9,20,200,23
550,-6.03,-1993.89,-249.23625,0.49893,-0.31723,-3.29831,0,6.03,8,20,80,19
545,-6.03,-1993.89,-249.23625,0.49893,-0.31723,-3.29831,0,6.03,8,20,60,19
681,-6.40,-2082.68,-160.20615,0.65083,-0.31090,-5.00000,0,6.40,13,30,60,22
680,-6.40,-2082.68,-160.20615,0.65083,-0.31090,-5.00000,0,6.40,13,20,60,22
676,-6.40,-2082.68,-160.20615,0.65083,-0.31090,-5.00000,0,6.40,13,30,40,22
675,-6.40,-2082.68,-160.20615,0.65083,-0.31090,-5.00000,0,6.40,13,20,40,22
763,-5.50,-2086.97,-260.87125,0.47341,-0.36751,-2.20508,0,5.50,8,50,200,23
762,-5.50,-2086.97,-260.87125,0.47341,-0.36751,-2.20508,0,5.50,8,40,200,23
761,-5.50,-2086.97,-260.87125,0.47341,-0.36751,-2.20508,0,5.50,8,30,200,23
758,-5.50,-2086.97,-260.87125,0.47341,-0.36751,-2.20508,0,5.50,8,50,180,23
757,-5.50,-2086.97,-260.87125,0.47341,-0.36751,-2.20508,0,5.50,8,40,180,23
756,-5.50,-2086.97,-260.87125,0.47341,-0.36751,-2.20508,0,5.50,8,30,180,23
755,-5.50,-2086.97,-260.87125,0.47341,-0.36751,-2.20508,0,5.50,8,20,180,23
753,-5.50,-2086.97,-260.87125,0.47341,-0.36751,-2.20508,0,5.50,8,50,160,23
752,-5.50,-2086.97,-260.87125,0.47341,-0.36751,-2.20508,0,5.50,8,40,160,23
751,-5.50,-2086.97,-260.87125,0.47341,-0.36751,-2.20508,0,5.50,8,30,160,23
750,-5.50,-2086.97,-260.87125,0.47341,-0.36751,-2.20508,0,5.50,8,20,160,23
749,-6.42,-2087.26,-260.90750,0.47511,-0.31179,-4.25508,0,6.42,8,60,140,23
744,-6.42,-2087.26,-260.90750,0.47511,-0.31179,-4.25508,0,6.42,8,60,120,23
739,-6.42,-2087.26,-260.90750,0.47511,-0.31179,-4.25508,0,6.42,8,60,100,23
408,-6.73,-2115.14,-235.01556,0.46975,-0.30061,-4.20453,0,6.73,9,50,40,16
407,-6.73,-2115.14,-235.01556,0.46975,-0.30061,-4.20453,0,6.73,9,40,40,16
175,-8.01,-2118.17,-192.56091,0.64829,-0.24851,-5.00000,0,8.01,11,20,200,10
179,-8.03,-2137.16,-213.71600,0.64488,-0.25018,-5.00000,0,8.03,10,60,200,10
178,-8.03,-2137.16,-213.71600,0.64488,-0.25018,-5.00000,0,8.03,10,50,200,10
177,-8.03,-2137.16,-213.71600,0.64488,-0.25018,-5.00000,0,8.03,10,40,200,10
174,-8.03,-2137.16,-213.71600,0.64488,-0.25018,-5.00000,0,8.03,10,60,180,10
173,-8.03,-2137.16,-213.71600,0.64488,-0.25018,-5.00000,0,8.03,10,50,180,10
172,-8.03,-2137.16,-213.71600,0.64488,-0.25018,-5.00000,0,8.03,10,40,180,10
169,-8.03,-2137.16,-213.71600,0.64488,-0.25018,-5.00000,0,8.03,10,60,160,10
168,-8.03,-2137.16,-213.71600,0.64488,-0.25018,-5.00000,0,8.03,10,50,160,10
167,-8.03,-2137.16,-213.71600,0.64488,-0.25018,-5.00000,0,8.03,10,40,160,10
154,-8.03,-2137.16,-213.71600,0.64488,-0.25018,-5.00000,0,8.03,10,60,100,10
153,-8.03,-2137.16,-213.71600,0.64488,-0.25018,-5.00000,0,8.03,10,50,100,10
152,-8.03,-2137.16,-213.71600,0.64488,-0.25018,-5.00000,0,8.03,10,40,100,10
95,-5.83,-2205.80,-275.72500,0.63417,-0.36447,-5.00000,0,5.83,8,20,60,9
225,-6.36,-2246.49,-160.46357,0.62161,-0.33825,-5.00000,0,6.36,14,20,40,12
183,-8.25,-2256.39,-205.12636,0.62470,-0.25671,-5.00000,0,8.25,11,50,40,11
182,-8.25,-2256.39,-205.12636,0.62470,-0.25671,-5.00000,0,8.25,11,40,40,11
221,-7.33,-2370.15,-338.59286,0.40592,-0.30706,-2.26912,0,7.33,7,30,200,11
220,-7.33,-2370.15,-338.59286,0.40592,-0.30706,-2.26912,0,7.33,7,20,200,11
216,-7.33,-2370.15,-338.59286,0.40592,-0.30706,-2.26912,0,7.33,7,30,180,11
215,-7.33,-2370.15,-338.59286,0.40592,-0.30706,-2.26912,0,7.33,7,20,180,11
211,-7.33,-2370.15,-338.59286,0.40592,-0.30706,-2.26912,0,7.33,7,30,160,11
210,-7.33,-2370.15,-338.59286,0.40592,-0.30706,-2.26912,0,7.33,7,20,160,11
206,-7.33,-2370.15,-338.59286,0.40592,-0.30706,-2.26912,0,7.33,7,30,140,11
205,-7.33,-2370.15,-338.59286,0.40592,-0.30706,-2.26912,0,7.33,7,20,140,11
201,-7.33,-2370.15,-338.59286,0.40592,-0.30706,-2.26912,0,7.33,7,30,120,11
200,-7.33,-2370.15,-338.59286,0.40592,-0.30706,-2.26912,0,7.33,7,20,120,11
196,-7.33,-2370.15,-338.59286,0.40592,-0.30706,-2.26912,0,7.33,7,30,100,11
195,-7.33,-2370.15,-338.59286,0.40592,-0.30706,-2.26912,0,7.33,7,20,100,11
191,-7.33,-2370.15,-338.59286,0.40592,-0.30706,-2.26912,0,7.33,7,30,80,11
190,-7.33,-2370.15,-338.59286,0.40592,-0.30706,-2.26912,0,7.33,7,20,80,11
716,-6.38,-2370.16,-263.35111,0.40229,-0.35651,-5.00000,0,6.38,9,30,200,22
711,-6.38,-2370.16,-263.35111,0.40229,-0.35651,-5.00000,0,6.38,9,30,180,22
710,-6.38,-2370.16,-263.35111,0.40229,-0.35651,-5.00000,0,6.38,9,20,180,22
706,-6.38,-2370.16,-263.35111,0.40229,-0.35651,-5.00000,0,6.38,9,30,160,22
705,-6.38,-2370.16,-263.35111,0.40229,-0.35651,-5.00000,0,6.38,9,20,160,22
701,-6.38,-2370.16,-263.35111,0.40229,-0.35651,-5.00000,0,6.38,9,30,140,22
700,-6.38,-2370.16,-263.35111,0.40229,-0.35651,-5.00000,0,6.38,9,20,140,22
696,-6.38,-2370.16,-263.35111,0.40229,-0.35651,-5.00000,0,6.38,9,30,120,22
695,-6.38,-2370.16,-263.35111,0.40229,-0.35651,-5.00000,0,6.38,9,20,120,22
691,-6.38,-2370.16,-263.35111,0.40229,-0.35651,-5.00000,0,6.38,9,30,100,22
690,-6.38,-2370.16,-263.35111,0.40229,-0.35651,-5.00000,0,6.38,9,20,100,22
686,-6.38,-2370.16,-263.35111,0.40229,-0.35651,-5.00000,0,6.38,9,30,80,22
685,-6.38,-2370.16,-263.35111,0.40229,-0.35651,-5.00000,0,6.38,9,20,80,22
414,-6.70,-2383.21,-297.90125,0.39921,-0.34112,-3.49327,0,6.70,8,60,60,16
413,-6.70,-2383.21,-297.90125,0.39921,-0.34112,-3.49327,0,6.70,8,50,60,16
412,-6.70,-2383.21,-297.90125,0.39921,-0.34112,-3.49327,0,6.70,8,40,60,16
409,-6.70,-2383.21,-297.90125,0.39921,-0.34112,-3.49327,0,6.70,8,60,40,16
629,-3.44,-2451.90,-408.65000,0.17152,-0.71171,-3.35401,0,3.44,6,60,200,20
628,-3.44,-2451.90,-408.65000,0.17152,-0.71171,-3.35401,0,3.44,6,50,200,20
627,-3.44,-2451.90,-408.65000,0.17152,-0.71171,-3.35401,0,3.44,6,40,200,20
626,-3.44,-2451.90,-408.65000,0.17152,-0.71171,-3.35401,0,3.44,6,30,200,20
624,-3.44,-2451.90,-408.65000,0.17152,-0.71171,-3.35401,0,3.44,6,60,180,20
623,-3.44,-2451.90,-408.65000,0.17152,-0.71171,-3.35401,0,3.44,6,50,180,20
622,-3.44,-2451.90,-408.65000,0.17152,-0.71171,-3.35401,0,3.44,6,40,180,20
621,-3.44,-2451.90,-408.65000,0.17152,-0.71171,-3.35401,0,3.44,6,30,180,20
619,-3.44,-2451.90,-408.65000,0.17152,-0.71171,-3.35401,0,3.44,6,60,160,20
618,-3.44,-2451.90,-408.65000,0.17152,-0.71171,-3.35401,0,3.44,6,50,160,20
617,-3.44,-2451.90,-408.65000,0.17152,-0.71171,-3.35401,0,3.44,6,40,160,20
616,-3.44,-2451.90,-408.65000,0.17152,-0.71171,-3.35401,0,3.44,6,30,160,20
625,-3.22,-2461.78,-410.29667,0.17095,-0.76369,-2.05933,0,3.22,6,20,200,20
610,-2.86,-2464.86,-410.81000,0.17187,-0.85942,-4.62008,0,2.86,6,20,140,20
605,-2.86,-2464.86,-410.81000,0.17187,-0.85942,-4.62008,0,2.86,6,20,120,20
600,-2.86,-2464.86,-410.81000,0.17187,-0.85942,-4.62008,0,2.86,6,20,100,20
595,-2.86,-2464.86,-410.81000,0.17187,-0.85942,-4.62008,0,2.86,6,20,80,20
164,-8.34,-2471.90,-274.65556,0.58879,-0.27845,-5.00000,0,8.34,9,60,140,10
163,-8.34,-2471.90,-274.65556,0.58879,-0.27845,-5.00000,0,8.34,9,50,140,10
162,-8.34,-2471.90,-274.65556,0.58879,-0.27845,-5.00000,0,8.34,9,40,140,10
159,-8.34,-2471.90,-274.65556,0.58879,-0.27845,-5.00000,0,8.34,9,60,120,10
158,-8.34,-2471.90,-274.65556,0.58879,-0.27845,-5.00000,0,8.34,9,50,120,10
157,-8.34,-2471.90,-274.65556,0.58879,-0.27845,-5.00000,0,8.34,9,40,120,10
275,-4.78,-2520.53,-210.04417,0.63699,-0.51565,-5.00000,0,4.78,12,20,60,13
234,-7.29,-2529.46,-194.57385,0.57498,-0.33005,-5.00000,0,7.29,13,60,60,12
233,-7.29,-2529.46,-194.57385,0.57498,-0.33005,-5.00000,0,7.29,13,50,60,12
232,-7.29,-2529.46,-194.57385,0.57498,-0.33005,-5.00000,0,7.29,13,40,60,12
231,-7.29,-2529.46,-194.57385,0.57498,-0.33005,-5.00000,0,7.29,13,30,60,12
229,-7.29,-2529.46,-194.57385,0.57498,-0.33005,-5.00000,0,7.29,13,60,40,12
636,-4.81,-2552.28,-283.58667,0.48839,-0.51852,-5.00000,0,4.81,9,30,60,21
635,-4.81,-2552.28,-283.58667,0.48839,-0.51852,-5.00000,0,4.81,9,20,60,21
631,-4.81,-2552.28,-283.58667,0.48839,-0.51852,-5.00000,0,4.81,9,30,40,21
630,-4.81,-2552.28,-283.58667,0.48839,-0.51852,-5.00000,0,4.81,9,20,40,21
189,-8.25,-2582.14,-258.21400,0.57021,-0.29473,-5.00000,0,8.25,10,60,60,11
188,-8.25,-2582.14,-258.21400,0.57021,-0.29473,-5.00000,0,8.25,10,50,60,11
187,-8.25,-2582.14,-258.21400,0.57021,-0.29473,-5.00000,0,8.25,10,40,60,11
184,-8.25,-2582.14,-258.21400,0.57021,-0.29473,-5.00000,0,8.25,10,60,40,11
543,-6.96,-2674.67,-267.46700,0.45909,-0.36739,-5.00000,0,6.96,10,50,40,19
542,-6.96,-2674.67,-267.46700,0.45909,-0.36739,-5.00000,0,6.96,10,40,40,19
541,-6.96,-2674.67,-267.46700,0.45909,-0.36739,-5.00000,0,6.96,10,30,40,19
93,-6.78,-2825.84,-282.58400,0.59738,-0.39995,-5.00000,0,6.78,10,50,40,9
92,-6.78,-2825.84,-282.58400,0.59738,-0.39995,-5.00000,0,6.78,10,40,40,9
91,-6.78,-2825.84,-282.58400,0.59738,-0.39995,-5.00000,0,6.78,10,30,40,9
314,-4.90,-2838.72,-354.84000,0.43022,-0.56807,-5.00000,0,4.90,8,60,200,13
309,-4.90,-2838.72,-354.84000,0.43022,-0.56807,-5.00000,0,4.90,8,60,180,13
304,-4.90,-2838.72,-354.84000,0.43022,-0.56807,-5.00000,0,4.90,8,60,160,13
299,-4.90,-2838.72,-354.84000,0.43022,-0.56807,-5.00000,0,4.90,8,60,140,13
294,-4.90,-2838.72,-354.84000,0.43022,-0.56807,-5.00000,0,4.90,8,60,120,13
289,-4.90,-2838.72,-354.84000,0.43022,-0.56807,-5.00000,0,4.90,8,60,100,13
305,-3.92,-2855.84,-356.98000,0.42318,-0.72124,-5.00000,0,3.92,8,20,180,13
300,-3.92,-2855.84,-356.98000,0.42318,-0.72124,-5.00000,0,3.92,8,20,160,13
295,-3.92,-2855.84,-356.98000,0.42318,-0.72124,-5.00000,0,3.92,8,20,140,13
290,-3.92,-2855.84,-356.98000,0.42318,-0.72124,-5.00000,0,3.92,8,20,120,13
285,-3.92,-2855.84,-356.98000,0.42318,-0.72124,-5.00000,0,3.92,8,20,100,13
80,-3.02,-2872.12,-718.03000,0.03190,-0.94999,-1.56527,0,3.02,4,20,180,8
75,-3.02,-2872.12,-718.03000,0.03190,-0.94999,-1.56527,0,3.02,4,20,160,8
70,-3.02,-2872.12,-718.03000,0.03190,-0.94999,-1.56527,0,3.02,4,20,140,8
65,-3.02,-2872.12,-718.03000,0.03190,-0.94999,-1.56527,0,3.02,4,20,120,8
60,-3.02,-2872.12,-718.03000,0.03190,-0.94999,-1.56527,0,3.02,4,20,100,8
554,-6.95,-2953.30,-328.14444,0.40134,-0.40765,-5.00000,0,6.95,9,60,80,19
553,-6.95,-2953.30,-328.14444,0.40134,-0.40765,-5.00000,0,6.95,9,50,80,19
552,-6.95,-2953.30,-328.14444,0.40134,-0.40765,-5.00000,0,6.95,9,40,80,19
551,-6.95,-2953.30,-328.14444,0.40134,-0.40765,-5.00000,0,6.95,9,30,80,19
549,-6.95,-2953.30,-328.14444,0.40134,-0.40765,-5.00000,0,6.95,9,60,60,19
548,-6.95,-2953.30,-328.14444,0.40134,-0.40765,-5.00000,0,6.95,9,50,60,19
